id,sample_code,interviewer,site,classroom,sex,ethnicity,age,has_sibling,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_interview_edu,ses_interview_occup,ses_school_freelunch,eco_shifting_correct,eco_shifting_sc,abs_shifting_correct,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating,siblings_n,siblings_id
p0063,wjms,AG,wjms,wi_p7_2018,1,1,15,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,1,2,1,2,1,1,2,3,3,2,2,2,1,2.1666666666666665,0,0,0,4,2,3,2,1,3,2,2.142857142857143,4,2,3,4,4,4,4,2,3,2,3.5,2.5,38.37598991394045,0,31,576.195238095238,30,156.18131868131854,3,3,3,3,3,1,2,3,3,2,3,0.8666666666666667,2,wjms_sibling_190
p0065,wjms,AG,wjms,wi_p6_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,2,3,1,2,0,0,1,5,1,3,1,1,1,1,1.2857142857142858,5,1,3,5,5,5,5,3,3,2,4.333333333333333,1,45.7278079986572,1,29,361.4945054945056,28,218.16666666666663,2,3,1,2,3,0.7333333333333333,1,3,0,2,3,0.6,525,sibling_000
p0066,wjms,AG,wjms,ca_p7_2018,2,1,15,1,0,0,0,1,0,0,0,2,1,2,1,1.5,1,1,1,2,2,1,2,1,2,6,5,2,1,1,1,1,1.1666666666666667,0,0,2,5,1,2,1,1,1,1,1.4285714285714286,5,5,5,4,5,5,3,3,2,1,3.6666666666666665,0,24.11770343780515,1,26,-384.89898989898984,28,685.6666666666665,1,2,2,0,1,0.4,0,0,0,2,3,0.3333333333333333,2,wjms_sibling_370
p0067,wjms,HH,wjms,wi_p6_2018,2,6,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,8,5,2,2,2,1,2,1.6666666666666667,1,2,3,5,1,2,2,2,2,3,2.142857142857143,4,1,2.5,5,5,5,3,2,2,2,3.6666666666666665,1,28.3558883666992,1,29,319.2307692307693,30,57.0934065934066,3,3,3,2,3,0.9333333333333333,1,3,3,2,2,0.7333333333333333,525,sibling_000
p0068,wjms,MJ,wjms,wi_p7_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,2,1,1.25,2,1,2,2,1,1,1,2,1,10,5,1,1,1,1,2,1.1666666666666667,3,2,1,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,2,2,1,4,0,33.8200798034668,0,31,109.07142857142867,32,190.1875,3,3,1,3,0,0.6666666666666666,1,3,3,0,2,0.6,525,sibling_000
p0069,wjms,MJ,wjms,ca_p7_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,2,2,1,2,1.5,1,2,0,5,1,3,1,1,2,1,1.4285714285714286,1,1,1,5,5,5,5,1,1,1,3.6666666666666665,2,32.022552490234354,1,23,388.3888888888889,23,-441.8888888888889,2,2,2,2,3,0.7333333333333333,3,3,3,2,1,0.8,525,sibling_000
p0070,wjms,MJ,wjms,wi_p6_2018,1,1,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,2,1,1,1,9,4,3,2,3,2,4,2.6666666666666665,2,3,1,5,1,4,1,1,1,1,1.1428571428571428,3,1,2,5,5,5,5,3,3,2,4.333333333333333,1.5,50.15484619140625,0,31,234.30476190476202,30,67.84615384615381,1,3,3,2,1,0.6666666666666666,1,3,0,2,2,0.5333333333333333,2,wjms_sibling_300
p0071,wjms,HH,wjms,wi_p7_2018,2,6,14,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,3,2,3,2,1,2.1666666666666665,0,0,4,4,1,2,2,1,2,2,2,2,1,1.5,4,4,4,4,1,1,2,3,0.5,30.594532012939453,1,32,524.5875000000001,29,282.4670329670329,1,3,2,2,0,0.5333333333333333,3,3,3,2,3,0.9333333333333333,525,sibling_000
p0072,wjms,MJ,wjms,wi_p6_2018,1,3,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,2,2,1,2,2,10,3,3,3,3,2,4,3,1,2,1,5,1,4,1,1,3,3,1.7142857142857142,1,1,1,4,4,4,4,3,3,1,3.6666666666666665,0,34.71629619598385,1,20,-251.37777777777785,27,-19.63846153846157,1,3,3,1,1,0.6,0,2,2,2,3,0.6,525,sibling_000
p0073,wjms,MK,wjms,wi_p7_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,3,2,1,1,1.5,0,0,0,5,2,3,1,1,2,1,1.5714285714285714,3,1,2,5,5,5,5,4,3,1,4.5,3,59.7222213745117,0,21,64.46666666666658,26,-79.91818181818189,3,3,3,2,2,0.8666666666666667,1,3,1,3,3,0.7333333333333333,525,sibling_000
p0074,wjms,MK,wjms,wi_p7_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,3,4,3,2,4,1,5,2.8333333333333335,2,5,2,4,2,2,3,1,3,4,2.7142857142857144,5,3,4,2,4,4,5,1,1,3,2.8333333333333335,1.5,24.7125282287598,0,30,82.01098901098908,30,285.85416666666674,2,3,3,1,2,0.7333333333333333,2,2,2,0,2,0.5333333333333333,525,sibling_000
p0075,wjms,BM,wjms,pe_p3_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,1,1,1,1,9,5,1,1,1,1,1,1,0,0,0,4,1,4,1,1,2,1,1.4285714285714286,2,1,1.5,4,5,5,5,4,4,1,4.5,2.5,59.7222213745117,0,31,271.8928571428571,29,254.8461538461538,2,3,3,2,2,0.8,1,3,1,3,1,0.6,525,sibling_000
p0076,wjms,AG,wjms,pe_p3_2018,2,1,13,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,4,5,1,2,1,1,1,1.1666666666666667,0,0,0,5,1,4,1,1,2,2,1.4285714285714286,1,1,1,5,5,5,5,3,3,1,4.333333333333333,2.5,38.76274299621585,0,31,365.98571428571427,32,386.1875,1,3,3,3,2,0.8,1,3,3,2,1,0.6666666666666666,525,sibling_000
p0077,wjms,MJ,wjms,mo_p1_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,3,4,2,3,3,2,5,2.8333333333333335,2,3,0,2,4,2,4,4,2,4,3.7142857142857144,8,3,5.5,2,3,4,4,2,3,3,3,1.5,35.6892166137695,1,31,355.60000000000014,31,243.53333333333342,2,3,1,2,3,0.7333333333333333,3,3,2,3,2,0.8666666666666667,525,sibling_000
p0079,wjms,MJ,wjms,wi_p4_2018,2,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,10,5,2,1,1,1,1,1.1666666666666667,0,0,1,5,1,5,1,1,1,3,1.2857142857142858,1,1,1,5,5,5,5,2,2,4,4,2,39.318489074707,0,30,40.318681318681456,32,28.487499999999955,1,3,3,3,0,0.6666666666666666,1,3,3,2,3,0.8,525,sibling_000
p0080,wjms,BM,wjms,ca_p7_2018,2,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,2,1,1,1,1,1,7,3,1,3,2,3,1,2.1666666666666665,0,0,2,5,1,3,1,1,2,1,1.4285714285714286,1,1,1,4,4,4,4,2,2,1,3.3333333333333335,2.5,30.509790420532198,0,32,515.125,30,205.07142857142867,3,3,2,1,3,0.8,2,2,3,2,1,0.6666666666666666,525,sibling_000
p0081,wjms,MK,wjms,ca_p6_2018,2,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,1,1,1,2,2,1,5,5,1,2,2,2,1,1.5,0,0,0,5,2,4,1,1,2,1,1.4285714285714286,1,1,1,5,5,5,5,5,4,2,4.833333333333333,2.5,56.23448753356935,0,30,348.2615384615385,30,34.30769230769238,3,3,3,3,3,1,2,3,3,3,3,0.9333333333333333,525,sibling_000
p0082,wjms,BM,wjms,ca_p6_2018,2,1,15,1,0,0,1,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,4,4,1,4,1,2,1,1.8333333333333333,0,0,1,3,2,3,1,2,3,1,2.142857142857143,1,1,1,5,5,5,5,3,1,1,4,2,39.813960075378446,0,28,248.52447552447563,27,100.90209790209781,3,3,3,3,3,1,3,3,3,3,3,1,2,wjms_sibling_180
p0083,wjms,BM,wjms,ca_p6_2018,2,1,15,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,2,1,1,1,3,4,1,1,1,1,1,1.1666666666666667,0,0,0,4,3,4,1,1,3,2,2,3,1,2,5,5,5,5,3,3,1,4.333333333333333,3,62.076206207275405,0,30,190.4571428571429,31,315.1380952380954,3,2,3,2,3,0.8666666666666667,3,3,3,1,3,0.8666666666666667,2,wjms_sibling_110
p0084,wjms,MK,wjms,ca_p1_2018,1,1,15,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,5,2,2,1,1,1,1.3333333333333333,0,0,0,5,1,3,1,1,1,2,1.4285714285714286,2,1,1.5,4,4,5,5,3,3,1,4,3,62.5948429107666,0,31,104.99523809523794,32,46.375,3,3,3,2,2,0.8666666666666667,1,3,3,2,1,0.6666666666666666,2,wjms_sibling_160
p0085,wjms,MK,wjms,ca_p1_2018,2,6,15,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,5,1,2,2.3333333333333335,0,0,2,5,1,3,1,1,1,1,1.2857142857142858,1,1,1,3,5,5,1,2,1,2,2.8333333333333335,0,28.9506711959839,0,30,225.75897435897423,32,-53.625,1,3,1,2,0,0.4666666666666667,3,0,2,0,1,0.4,525,sibling_000
p0086,wjms,MK,wjms,ca_p1_2018,2,1,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,8,3,2,3,2,3,3,2.6666666666666665,2,3,0,4,2,3,2,1,1,1,1.7142857142857142,3,1,2,5,4,5,4,2,2,3,3.6666666666666665,1,45.376888275146456,0,27,368.659090909091,32,115,2,3,3,1,2,0.7333333333333333,1,3,3,1,3,0.7333333333333333,2,wjms_sibling_150
p0087,wjms,MK,wjms,ca_p7_2018,1,3,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,4,2,1,2,3,4,2.3333333333333335,2,1,2,4,3,3,4,2,2,5,3,8,8,8,3,4,4,4,1,2,2,3,2,33.9743576049805,1,30,108.39999999999986,11,297.5,3,3,3,1,2,0.8,2,3,3,1,0,0.6,525,sibling_000
p0088,wjms,MJ,wjms,ca_p6_2018,1,1,15,0,0,0,0,0,0,1,0,2,1,1,1,1.25,1,1,1,2,1,1,2,2,1,7,5,3,3,2,4,2,2.5,0,0,0,5,2,4,1,1,2,1,1.4285714285714286,4,1,2.5,4,4,5,5,2,2,2,3.6666666666666665,0.5,32.99483013153075,0,26,49.618181818181824,22,-79.45000000000005,3,3,3,3,1,0.8666666666666667,3,3,3,3,3,1,525,sibling_000
p0089,wjms,MJ,wjms,ca_p6_2018,1,1,14,1,0,0,0,0,0,1,0,2,1,1,1,1.25,1,2,2,2,1,1,2,1,1,5,3,2,2,3,3,3,2.6666666666666665,0,0,0,3,4,3,4,2,4,3,3.2857142857142856,4,3,3.5,4,4,4,4,2,3,2,3.5,1,36.742879867553704,0,21,256.68888888888887,31,99.26666666666677,3,3,1,1,3,0.7333333333333333,1,3,2,1,1,0.5333333333333333,2,wjms_sibling_330
p0090,wjms,MJ,wjms,wi_p7_2018,1,6,15,0,0,0,0,0,0,1,0,1,1,2,1,1.25,1,1,1,1,1,1,2,1,1,4,2,1,3,4,2,4,3,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,4,5,5,3,3,3,2,3.8333333333333335,0,39.1752014160156,1,27,360.28671328671317,26,-189.4666666666667,2,1,3,2,0,0.5333333333333333,2,2,3,2,1,0.6666666666666666,525,sibling_000
p0091,wjms,HH,wjms,ca_p7_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,4,1,2,3,3,1,2,0,0,0,5,2,4,2,1,2,2,1.7142857142857142,6,1,3.5,5,5,5,5,3,3,1,4.333333333333333,2,34.112392425537095,0,30,302.28205128205116,30,302.2871794871795,3,3,3,3,3,1,3,3,3,3,3,1,525,sibling_000
p0092,wjms,MK,wjms,ca_p6_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,2,2,1,8,4,3,1,2,2,1,1.8333333333333333,0,0,2,4,1,4,1,1,2,2,1.5714285714285714,6,1,3.5,5,5,5,5,1,1,1,3.6666666666666665,2,49.1091003417969,0,29,332.89772727272725,32,197.875,3,3,3,2,3,0.9333333333333333,1,3,3,2,2,0.7333333333333333,525,sibling_000
p0093,wjms,HH,wjms,ca_p7_2018,1,1,15,0,0,0,0,0,0,0,0,3,1,4,1,2.25,1,1,1,2,1,2,1,1,1,10,5,1,1,1,1,1,1,0,0,0,4,2,3,1,1,2,2,1.8571428571428572,4,1,2.5,5,5,5,5,3,3,2,4.333333333333333,1,40.17226028442385,0,30,551.0358974358974,25,80.86363636363637,3,3,2,2,2,0.8,1,3,3,2,2,0.7333333333333333,525,sibling_000
p0094,wjms,HH,wjms,ca_p1_2018,2,6,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,2,2,1,8,2,2,3,4,1,2,2.6666666666666665,0,0,0,3,3,3,2,1,2,2,2.2857142857142856,4,3,3.5,4,3,4,3,1,1,3,2.6666666666666665,0.5,25.2442760467529,1,30,371.4769230769232,30,-10.799999999999955,3,3,3,3,1,0.8666666666666667,2,3,3,3,3,0.9333333333333333,525,sibling_000
p0095,wjms,HH,wjms,wi_p2_2018,1,NA,13,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,0,5,1,1,1,1,1,1,3,2,4,5,1,5,1,1,1,1,1,1,2,1.5,5,5,5,5,2,2,1,4,1.5,30.070725440978997,1,30,583.1499999999999,29,394.6547619047619,1,3,2,2,2,0.6666666666666666,1,3,2,2,0,0.5333333333333333,2,wjms_sibling_350
p0096,wjms,HH,wjms,wi_p7_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,4,1,2,3,1,1,1.6666666666666667,NA,0,1,5,1,4,1,1,1,1,1.1428571428571428,3,1,2,5,5,5,5,3,3,1,4.333333333333333,1,30.891321182251,0,30,377.1428571428571,28,317.6783216783217,2,3,3,2,1,0.7333333333333333,2,3,2,2,2,0.7333333333333333,525,sibling_000
p0097,wjms,BM,wjms,mo_p6_2018,2,1,14,1,0,0,0,0,0,1,0,2,1,4,1,2,1,2,1,1,1,1,2,1,1,3,3,1,3,5,5,2,3.1666666666666665,2,3,2,3,4,3,3,2,4,3,3.142857142857143,8,3,5.5,2,3,3,3,1,1,4,2.1666666666666665,1,33.18213176727295,1,31,218.6952380952381,30,83.68205128205125,3,3,3,3,3,1,3,3,3,2,3,0.9333333333333333,2,wjms_sibling_130
p0098,wjms,AG,wjms,ca_p3_2018,1,6,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5,2,1,1,1,1,1.1666666666666667,0,0,1,3,2,3,2,5,5,5,3.5714285714285716,8,8,8,4,4,5,5,2,2,2,3.6666666666666665,2,26.3472566604614,1,23,254.125,30,495.3571428571429,1,3,2,2,1,0.6,0,1,1,0,1,0.2,525,sibling_000
p0099,wjms,HH,wjms,ca_p3_2018,1,6,15,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,2,1,6,3,2,3,2,1,2,2.1666666666666665,0,0,0,2,2,2,3,1,2,1,2.4285714285714284,1,2,1.5,4,4,4,4,3,2,3,3.5,NA,29.591187477111802,1,31,632.8333333333333,28,312.56818181818187,1,2,2,2,1,0.5333333333333333,0,1,3,2,1,0.4666666666666667,525,sibling_000
p0100,wjms,BM,wjms,pe_p1_2018,1,6,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,2,1,1,1,7,3,1,3,5,2,5,3.1666666666666665,1,2,0,3,3,1,4,2,3,5,3.5714285714285716,8,3,5.5,3,3,4,2,1,2,3,2.5,2,56.564659118652344,0,21,10.833333333333371,25,-5.066666666666663,1,3,0,2,3,0.6,2,3,0,3,1,0.6,525,sibling_000
p0101,wjms,HH,wjms,pe_p1_2018,1,1,13,0,0,0,0,0,0,0,0,2,3,3,2,2.5,1,1,1,1,2,1,2,1,1,3,3,4,4,4,4,4,3.8333333333333335,1,4,3,4,1,4,1,1,2,1,1.4285714285714286,1,3,2,4,3,4,3,1,1,3,2.6666666666666665,2,45.192964553833,1,32,612.75,29,444.36363636363626,3,3,3,3,1,0.8666666666666667,2,1,2,2,3,0.6666666666666666,525,sibling_000
p0102,wjms,BM,wjms,ca_p3_2018,1,6,15,0,0,0,0,0,NA,0,NA,2,1,1,1,1.25,2,1,2,2,2,2,1,1,1,9,4,1,1,1,1,1,1.1666666666666667,1,2,1,5,2,4,2,1,3,1,1.7142857142857142,2,1,1.5,5,5,5,5,3,3,1,4.333333333333333,NA,NA,NA,24,331.31111111111113,21,11.375,1,2,2,2,3,0.6666666666666666,3,3,3,3,3,1,525,sibling_000
p0104,wjms,AG,wjms,ca_p3_2018,2,6,14,0,0,0,0,0,0,0,0,3,1,1,2,1.75,1,1,1,1,1,1,1,1,1,4,5,3,3,2,2,1,2,0,0,0,4,1,3,1,1,1,3,1.7142857142857142,1,1,1,4,4,4,4,1,1,3,3,0,37.9011688232422,1,32,141.8375000000001,30,14.230769230769283,3,3,3,2,2,0.8666666666666667,3,3,3,2,2,0.8666666666666667,525,sibling_000
p0106,wjms,MJ,wjms,pe_p1_2018,2,1,13,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,1,1,1,4,4,2,2,3,3,1,2.1666666666666665,0,0,0,4,2,3,1,1,2,1,1.7142857142857142,3,1,2,4,4,5,4,3,3,2,3.8333333333333335,1,40.730770111084,0,31,34.20476190476211,27,46.469696969697,1,3,3,1,3,0.7333333333333333,3,1,1,2,2,0.6,525,sibling_000
p0107,wjms,MJ,wjms,pe_p1_2018,1,1,13,0,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,2,2,1,1,1,1,1,6,5,1,1,1,1,1,1,0,0,0,5,1,5,1,1,1,1,1,3,1,2,5,5,5,5,5,5,1,5,2.5,60.62409782409665,0,26,971.9444444444443,32,782.375,3,3,3,1,2,0.8,3,3,1,2,2,0.7333333333333333,525,sibling_000
p0108,wjms,MJ,wjms,pe_p1_2018,1,1,13,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,4,1,3,2,1,2,1.8333333333333333,2,3,3,4,1,4,1,1,2,1,1.4285714285714286,1,1,1,5,5,5,5,3,4,2,4.5,3,56.77092170715335,1,30,68.30769230769238,30,39.69780219780205,3,3,3,2,3,0.9333333333333333,3,3,3,3,0,0.8,4,wjms_sibling_070
p0109,wjms,MJ,wjms,pe_p3_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,0,5,1,1,1,1,1,1,0,0,2,4,2,4,1,1,2,1,1.5714285714285714,1,1,1,5,5,5,5,4,4,1,4.666666666666667,3,42.6409149169922,0,30,607.9487179487178,30,59,2,3,1,2,1,0.6,3,2,3,1,0,0.6,525,sibling_000
p0110,wjms,AG,wjms,pe_p1_2018,2,1,14,0,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,1,2,1,1,1,1,1,5,4,1,2,2,2,1,1.6666666666666667,0,0,0,5,2,3,1,2,2,1,1.7142857142857142,2,NA,2,5,5,5,5,3,3,2,4.333333333333333,2,54.2853488922119,0,31,197.79999999999984,30,94.54358974358979,2,3,3,3,2,0.8666666666666667,2,3,1,2,3,0.7333333333333333,525,sibling_000
p0111,wjms,AG,wjms,pe_p1_2018,1,1,13,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,1,1,1,3,4,1,4,2,1,1,1.8333333333333333,0,0,0,5,3,4,2,2,4,4,2.5714285714285716,4,3,3.5,4,5,5,5,3,3,1,4.166666666666667,3,45.252779006958,0,29,-5.093406593406598,29,387.32051282051293,1,3,1,1,1,0.4666666666666667,0,3,1,3,2,0.6,525,sibling_000
p0112,wjms,HH,wjms,pe_p1_2018,1,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,10,5,1,1,1,2,1,1.1666666666666667,0,0,0,5,2,5,1,1,1,1,1.1428571428571428,3,1,2,5,4,5,5,NA,3,NA,4.4,1,34.37115478515625,0,23,191.92499999999995,28,190.7833333333333,3,3,3,3,1,0.8666666666666667,2,3,2,3,1,0.7333333333333333,525,sibling_000
p0113,wjms,HH,wjms,pe_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1,6,4,1,2,4,2,4,2.5,1,3,0,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,5,5,5,5,2,2,2,4,2,43.01396942138675,1,27,1017.4166666666665,29,265.9230769230769,2,3,0,1,3,0.6,3,3,3,1,2,0.8,525,sibling_000
p0114,wjms,BM,wjms,wi_p4_2018,2,1,13,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,9,5,1,3,2,1,1,1.5,0,0,0,4,2,4,1,1,2,1,1.5714285714285714,1,1,1,4,4,4,3,2,1,3,3,2,35.103742599487305,1,22,321,30,140.6871794871795,2,2,1,2,2,0.6,1,3,3,3,2,0.8,525,sibling_000
p0115,wjms,AG,wjms,wi_p2_2018,2,1,13,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,2,1,2,1,2,1,8,5,1,1,1,1,1,1,0,0,0,5,1,5,1,1,3,1,1.2857142857142858,1,1,1,4,5,5,5,4,4,2,4.5,1.5,58.32828903198245,0,31,369.54761904761904,27,328.22307692307686,1,3,1,1,0,0.4,2,2,2,1,1,0.5333333333333333,525,sibling_000
p0116,wjms,HH,wjms,wi_p3_2018,2,1,13,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,2,3,2,3,5,2.8333333333333335,2,4,0,3,4,3,2,1,4,5,3.142857142857143,5,1,3,3,5,5,5,3,3,2,4,2.5,49.302202224731445,0,31,360.5333333333333,29,168.07142857142867,3,3,2,1,1,0.6666666666666666,2,3,3,2,2,0.8,525,sibling_000
p0117,wjms,HH,wjms,pe_p1_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,1,1,1,2,1,8,5,1,2,1,2,1,1.3333333333333333,0,0,1,5,2,4,2,1,3,1,1.7142857142857142,2,1,1.5,5,5,5,5,3,3,3,4.333333333333333,3,33.1268119812012,1,27,709.9743589743591,31,496.6809523809525,1,3,2,2,3,0.7333333333333333,3,3,3,3,3,1,525,sibling_000
p0118,wjms,MK,wjms,wi_p3_2018,2,1,14,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,11,4,1,3,3,1,3,2.1666666666666665,2,2,3,4,1,4,1,1,1,3,1.5714285714285714,1,1,1,5,5,5,5,1,1,1,3.6666666666666665,1.5,41.6859607696533,1,26,137.1414141414141,24,-8.766666666666652,1,1,1,3,1,0.4666666666666667,1,3,1,1,3,0.6,525,sibling_000
p0119,wjms,HH,wjms,wi_p3_2018,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,4,5,1,5,2,1,1,1.8333333333333333,NA,0,1,5,1,4,1,1,5,1,1.7142857142857142,1,1,1,5,5,5,5,2,2,4,4,2,29.5454540252686,1,22,280.51428571428573,27,-121.83333333333337,1,1,1,0,0,0.2,1,0,2,0,0,0.2,525,sibling_000
p0120,wjms,HH,wjms,wi_p3_2018,2,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,1,1,1,2,2,12,5,2,1,1,1,1,1.1666666666666667,0,0,0,4,1,5,1,3,2,1,1.5714285714285714,1,1,1,5,5,5,5,1,1,4,3.6666666666666665,1,41.6414852142334,1,18,19.52380952380952,25,-38.47777777777782,2,3,2,2,1,0.6666666666666666,2,1,3,3,3,0.8,525,sibling_000
p0121,wjms,MJ,wjms,wi_p3_2018,1,6,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,5,1,1,2,1,1,1.1666666666666667,1,3,0,5,2,5,2,1,1,5,1.8571428571428572,4,2,3,5,5,5,5,4,3,3,4.5,1,53.1847457885742,0,29,611.5874125874125,31,-87.16666666666674,2,1,1,0,3,0.4666666666666667,1,0,3,2,0,0.4,525,sibling_000
p0122,wjms,MJ,wjms,wi_p3_2018,2,1,13,0,0,0,0,1,0,0,0,3,1,1,1,1.5,1,2,1,1,2,1,2,1,1,1,4,3,3,1,2,1,2,0,0,0,4,2,2,1,1,1,1,1.7142857142857142,2,1,1.5,4,4,4,4,1,1,4,3,2,23.8970584869385,1,29,76.15384615384619,32,391.0625,1,3,3,1,0,0.5333333333333333,3,3,3,2,0,0.7333333333333333,525,sibling_000
p0123,wjms,AG,wjms,wi_p3_2018,1,1,13,0,0,0,0,1,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,1,1,1,5,4,3,2,1,2,4,2.3333333333333335,2,5,2,3,2,2,2,1,2,2,2.2857142857142856,4,1,2.5,5,5,5,5,2,2,2,4,1.5,26.4856777191162,0,28,1222.1188811188813,31,151.89999999999998,2,3,3,2,2,0.8,0,3,1,3,0,0.4666666666666667,525,sibling_000
p0124,wjms,MJ,wjms,wi_p3_2018,1,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,6,5,1,2,2,2,4,2,2,3,1,4,1,4,1,1,2,2,1.5714285714285714,2,2,2,5,5,5,5,1,1,2,3.6666666666666665,1.5,35.8262825012207,1,19,131.02499999999998,28,152.13461538461547,3,3,3,2,2,0.8666666666666667,0,2,0,3,2,0.4666666666666667,525,sibling_000
p0126,wjms,BM,wjms,pe_p4_2018,2,1,14,1,0,0,0,0,0,1,0,4,1,2,1,2,2,1,2,2,1,2,1,2,2,13,5,2,3,2,2,1,1.8333333333333333,0,0,0,4,2,4,1,1,2,4,2,1,1,1,5,5,5,5,3,3,4,4.333333333333333,2.5,52.8787117004395,0,22,-16.466666666666583,26,10.56363636363642,2,2,2,1,3,0.6666666666666666,3,3,3,3,2,0.9333333333333333,2,wjms_sibling_400
